merged_idx,logic_id,file_path,label,label_localIndex,source,label_globalIndex,is_overlap,predict_global_label_A,predict_global_label_B
201,201,weather/party_A/dataset_split/val/fogsmog/2218892827.jpg,fogsmog,1,1,2,1,0,2
202,202,weather/party_A/dataset_split/val/fogsmog/2251957734.jpg,fogsmog,1,1,2,1,2,2
203,203,weather/party_A/dataset_split/val/fogsmog/386870084.jpg,fogsmog,1,1,2,1,2,2
204,204,weather/party_A/dataset_split/val/fogsmog/256.jpg,fogsmog,1,1,2,1,2,2
205,205,weather/party_A/dataset_split/val/fogsmog/109.jpg,fogsmog,1,1,2,1,2,2
206,206,weather/party_A/dataset_split/val/fogsmog/135.jpg,fogsmog,1,1,2,1,2,2
207,207,weather/party_A/dataset_split/val/fogsmog/140.jpg,fogsmog,1,1,2,1,2,2
208,208,weather/party_A/dataset_split/val/fogsmog/213.jpg,fogsmog,1,1,2,1,2,2
209,209,weather/party_A/dataset_split/val/fogsmog/294354149.jpg,fogsmog,1,1,2,1,7,7
210,210,weather/party_A/dataset_split/val/fogsmog/2937932074.jpg,fogsmog,1,1,2,1,2,11
211,211,weather/party_A/dataset_split/val/fogsmog/300050600.jpg,fogsmog,1,1,2,1,2,2
212,212,weather/party_A/dataset_split/val/fogsmog/2265775578.jpg,fogsmog,1,1,2,1,2,2
213,213,weather/party_A/dataset_split/val/fogsmog/131.jpg,fogsmog,1,1,2,1,2,2
214,214,weather/party_A/dataset_split/val/fogsmog/34.jpg,fogsmog,1,1,2,1,2,7
215,215,weather/party_A/dataset_split/val/fogsmog/186061825.jpg,fogsmog,1,1,2,1,2,2
216,216,weather/party_A/dataset_split/val/fogsmog/2227216116.jpg,fogsmog,1,1,2,1,2,2
217,217,weather/party_A/dataset_split/val/fogsmog/600879.jpg,fogsmog,1,1,2,1,2,2
218,218,weather/party_A/dataset_split/val/fogsmog/113.jpg,fogsmog,1,1,2,1,2,2
219,219,weather/party_A/dataset_split/val/fogsmog/195.jpg,fogsmog,1,1,2,1,2,9
220,220,weather/party_A/dataset_split/val/fogsmog/321652364.jpg,fogsmog,1,1,2,1,2,9
221,221,weather/party_A/dataset_split/val/fogsmog/61.jpg,fogsmog,1,1,2,1,2,2
222,222,weather/party_A/dataset_split/val/fogsmog/220884218.jpg,fogsmog,1,1,2,1,2,2
223,223,weather/party_A/dataset_split/val/fogsmog/3556558494.jpg,fogsmog,1,1,2,1,2,2
224,224,weather/party_A/dataset_split/val/fogsmog/317685049.jpg,fogsmog,1,1,2,1,2,7
225,225,weather/party_A/dataset_split/val/fogsmog/13.jpg,fogsmog,1,1,2,1,2,2
226,226,weather/party_A/dataset_split/val/fogsmog/3177637412.jpg,fogsmog,1,1,2,1,2,2
227,227,weather/party_A/dataset_split/val/fogsmog/157.jpg,fogsmog,1,1,2,1,2,2
228,228,weather/party_A/dataset_split/val/fogsmog/143.jpg,fogsmog,1,1,2,1,2,2
229,229,weather/party_A/dataset_split/val/fogsmog/209.jpg,fogsmog,1,1,2,1,2,2
230,230,weather/party_A/dataset_split/val/fogsmog/3120850494.jpg,fogsmog,1,1,2,1,7,7
231,231,weather/party_A/dataset_split/val/fogsmog/2165705060.jpg,fogsmog,1,1,2,1,11,11
232,232,weather/party_A/dataset_split/val/fogsmog/2277023120.jpg,fogsmog,1,1,2,1,2,2
233,233,weather/party_A/dataset_split/val/fogsmog/25.jpg,fogsmog,1,1,2,1,2,2
234,234,weather/party_A/dataset_split/val/fogsmog/2170289172.jpg,fogsmog,1,1,2,1,11,2
235,235,weather/party_A/dataset_split/val/fogsmog/74.jpg,fogsmog,1,1,2,1,2,2
236,236,weather/party_A/dataset_split/val/fogsmog/250547179.jpg,fogsmog,1,1,2,1,2,2
237,237,weather/party_A/dataset_split/val/fogsmog/2311422574.jpg,fogsmog,1,1,2,1,2,2
238,238,weather/party_A/dataset_split/val/fogsmog/2238494665.jpg,fogsmog,1,1,2,1,2,9
239,239,weather/party_A/dataset_split/val/fogsmog/120.jpg,fogsmog,1,1,2,1,2,2
240,240,weather/party_A/dataset_split/val/fogsmog/2771261695.jpg,fogsmog,1,1,2,1,2,2
241,241,weather/party_A/dataset_split/val/fogsmog/3176789471.jpg,fogsmog,1,1,2,1,2,2
242,242,weather/party_A/dataset_split/val/fogsmog/257.jpg,fogsmog,1,1,2,1,2,2
243,243,weather/party_A/dataset_split/val/fogsmog/2996805073.jpg,fogsmog,1,1,2,1,2,2
244,244,weather/party_A/dataset_split/val/fogsmog/6.jpg,fogsmog,1,1,2,1,2,2
245,245,weather/party_A/dataset_split/val/fogsmog/329534440.jpg,fogsmog,1,1,2,1,2,2
246,246,weather/party_A/dataset_split/val/fogsmog/152.jpg,fogsmog,1,1,2,1,2,10
247,247,weather/party_A/dataset_split/val/fogsmog/2220849520.jpg,fogsmog,1,1,2,1,0,11
248,248,weather/party_A/dataset_split/val/fogsmog/249.jpg,fogsmog,1,1,2,1,2,2
249,249,weather/party_A/dataset_split/val/fogsmog/83.jpg,fogsmog,1,1,2,1,2,2
250,250,weather/party_A/dataset_split/val/fogsmog/65.jpg,fogsmog,1,1,2,1,2,10
251,251,weather/party_A/dataset_split/val/fogsmog/2775684410.jpg,fogsmog,1,1,2,1,2,7
252,252,weather/party_A/dataset_split/val/fogsmog/798633132.jpg,fogsmog,1,1,2,1,2,2
253,253,weather/party_A/dataset_split/val/fogsmog/535261726.jpg,fogsmog,1,1,2,1,2,2
254,254,weather/party_A/dataset_split/val/fogsmog/2937932184.jpg,fogsmog,1,1,2,1,11,11
255,255,weather/party_A/dataset_split/val/fogsmog/138.jpg,fogsmog,1,1,2,1,2,7
256,256,weather/party_A/dataset_split/val/fogsmog/19.jpg,fogsmog,1,1,2,1,2,8
257,257,weather/party_A/dataset_split/val/fogsmog/50587898.jpg,fogsmog,1,1,2,1,12,2
258,258,weather/party_A/dataset_split/val/fogsmog/746999404.jpg,fogsmog,1,1,2,1,2,8
259,259,weather/party_A/dataset_split/val/fogsmog/314433974.jpg,fogsmog,1,1,2,1,2,9
260,260,weather/party_A/dataset_split/val/fogsmog/2272054031.jpg,fogsmog,1,1,2,1,12,2
261,261,weather/party_A/dataset_split/val/fogsmog/86.jpg,fogsmog,1,1,2,1,2,2
262,262,weather/party_A/dataset_split/val/fogsmog/3472557607.jpg,fogsmog,1,1,2,1,2,2
263,263,weather/party_A/dataset_split/val/fogsmog/17464973.jpg,fogsmog,1,1,2,1,2,11
264,264,weather/party_A/dataset_split/val/fogsmog/2085045882.jpg,fogsmog,1,1,2,1,2,9
265,265,weather/party_A/dataset_split/val/fogsmog/2272059135.jpg,fogsmog,1,1,2,1,12,2
266,266,weather/party_A/dataset_split/val/fogsmog/167.jpg,fogsmog,1,1,2,1,2,9
267,267,weather/party_A/dataset_split/val/fogsmog/2089445731.jpg,fogsmog,1,1,2,1,2,2
268,268,weather/party_A/dataset_split/val/fogsmog/2265284744.jpg,fogsmog,1,1,2,1,2,7
269,269,weather/party_A/dataset_split/val/fogsmog/2490988357.jpg,fogsmog,1,1,2,1,2,2
270,270,weather/party_A/dataset_split/val/fogsmog/33.jpg,fogsmog,1,1,2,1,2,7
271,271,weather/party_A/dataset_split/val/fogsmog/63.jpg,fogsmog,1,1,2,1,2,2
272,272,weather/party_A/dataset_split/val/fogsmog/149.jpg,fogsmog,1,1,2,1,2,7
273,273,weather/party_A/dataset_split/val/fogsmog/114.jpg,fogsmog,1,1,2,1,2,2
274,274,weather/party_A/dataset_split/val/fogsmog/490887526.jpg,fogsmog,1,1,2,1,2,11
