merged_idx,logic_id,file_path,label,label_localIndex,source,label_globalIndex,is_overlap,predict_global_label_A,predict_global_label_B
186,186,sport/party_A/dataset_split/val/baseball/train_012.jpg,baseball,7,1,8,1,8,8
187,187,sport/party_A/dataset_split/val/baseball/train_039.jpg,baseball,7,1,8,1,8,8
188,188,sport/party_A/dataset_split/val/baseball/train_038.jpg,baseball,7,1,8,1,8,8
189,189,sport/party_A/dataset_split/val/baseball/train_158.jpg,baseball,7,1,8,1,8,8
190,190,sport/party_A/dataset_split/val/baseball/train_164.jpg,baseball,7,1,8,1,8,8
191,191,sport/party_A/dataset_split/val/baseball/train_170.jpg,baseball,7,1,8,1,8,8
192,192,sport/party_A/dataset_split/val/baseball/train_148.jpg,baseball,7,1,8,1,8,8
193,193,sport/party_A/dataset_split/val/baseball/train_149.jpg,baseball,7,1,8,1,8,8
194,194,sport/party_A/dataset_split/val/baseball/valid_3.jpg,baseball,7,1,8,1,8,8
195,195,sport/party_A/dataset_split/val/baseball/valid_2.jpg,baseball,7,1,8,1,8,8
196,196,sport/party_A/dataset_split/val/baseball/train_059.jpg,baseball,7,1,8,1,8,8
197,197,sport/party_A/dataset_split/val/baseball/train_104.jpg,baseball,7,1,8,1,8,8
198,198,sport/party_A/dataset_split/val/baseball/train_099.jpg,baseball,7,1,8,1,8,8
199,199,sport/party_A/dataset_split/val/baseball/train_098.jpg,baseball,7,1,8,1,8,8
200,200,sport/party_A/dataset_split/val/baseball/train_113.jpg,baseball,7,1,8,1,8,8
201,201,sport/party_A/dataset_split/val/baseball/train_088.jpg,baseball,7,1,8,1,8,8
202,202,sport/party_A/dataset_split/val/baseball/train_063.jpg,baseball,7,1,8,1,47,79
203,203,sport/party_A/dataset_split/val/baseball/train_076.jpg,baseball,7,1,8,1,8,8
204,204,sport/party_A/dataset_split/val/baseball/train_089.jpg,baseball,7,1,8,1,8,8
205,205,sport/party_A/dataset_split/val/baseball/train_048.jpg,baseball,7,1,8,1,8,79
206,206,sport/party_A/dataset_split/val/baseball/train_074.jpg,baseball,7,1,8,1,8,8
207,207,sport/party_A/dataset_split/val/baseball/train_075.jpg,baseball,7,1,8,1,8,8
208,208,sport/party_A/dataset_split/val/baseball/train_086.jpg,baseball,7,1,8,1,8,8
209,209,sport/party_A/dataset_split/val/baseball/train_125.jpg,baseball,7,1,8,1,98,23
210,210,sport/party_A/dataset_split/val/baseball/train_047.jpg,baseball,7,1,8,1,8,8
211,211,sport/party_A/dataset_split/val/baseball/train_085.jpg,baseball,7,1,8,1,8,8
212,212,sport/party_A/dataset_split/val/baseball/train_132.jpg,baseball,7,1,8,1,8,8
213,213,sport/party_A/dataset_split/val/baseball/train_081.jpg,baseball,7,1,8,1,8,8
214,214,sport/party_A/dataset_split/val/baseball/train_094.jpg,baseball,7,1,8,1,8,8
215,215,sport/party_A/dataset_split/val/baseball/train_096.jpg,baseball,7,1,8,1,8,8
216,216,sport/party_A/dataset_split/val/baseball/train_026.jpg,baseball,7,1,8,1,8,8
217,217,sport/party_A/dataset_split/val/baseball/train_145.jpg,baseball,7,1,8,1,8,8
218,218,sport/party_A/dataset_split/val/baseball/test_5.jpg,baseball,7,1,8,1,8,8
219,219,sport/party_A/dataset_split/val/baseball/train_154.jpg,baseball,7,1,8,1,8,8
220,220,sport/party_A/dataset_split/val/baseball/train_142.jpg,baseball,7,1,8,1,8,8
